stim_id,gameID,condition,Q0,Q1,rt,time_elapsed,comprehension_attempt,q0correct,Q0correct,Q1correct,correct
6790957096019241f9c4f685,7391-a012682e-dc9f-4675-9b59-b3b21e309409,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,58876,1750836,1.0,1.0,1,1,1
6790957396019241f9c4f727,1768-039f6e88-b3d9-4efd-b3f6-30180394c8f2,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,43291,470894,1.0,1.0,1,1,1
6790957496019241f9c4f72a,2632-296865f3-0de3-4947-b082-4a5f5c51eab0,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,16338,152158,1.0,1.0,1,1,1
6790957496019241f9c4f747,6660-c7d6b7d4-9ec9-47e7-a3ce-ce2c64e1069d,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,35960,360453,1.0,1.0,1,1,1
6790956f96019241f9c4f66d,2261-c9bf9cb4-77ef-4f13-bfab-b225af6c592d,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,17253,100605,1.0,1.0,1,1,1
6790957096019241f9c4f69b,0315-b98e3008-2250-4296-a32f-ae456ce0b343,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,26209,109983,1.0,1.0,1,1,1
6790956f96019241f9c4f672,4986-1d2745ba-4156-4117-ab01-acae63bfd1ce,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,46617,292186,1.0,1.0,1,1,1
6790956f96019241f9c4f66d,7617-2bb5fde0-d94a-495d-ac2d-f6163137ae6a,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,33449,248261,1.0,1.0,1,1,1
6790957396019241f9c4f703,3262-e1cb0006-06ef-4528-b6e2-3ed7cdb7c7cc,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,20879,688243,1.0,1.0,1,1,1
6790957096019241f9c4f69b,4060-4e2d6705-b31e-47d9-af97-101bf93d1739,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,37889,229253,1.0,1.0,1,1,1
