project,experiment,iteration,stim_id,gameID,condition,startInstructionTS,startPracticeTS,startPreTS,startMainTS,startPostTS,startSurveyTS,startComprehensionTS,endExperimentTS,participantExplanations,judgedDifficulty,participantEffort,sokobanFamiliarity,gamingFrequency,participantYears,participantGender,participantRace,participantEthnicity,inputDevice,technicalDifficultiesComments,participantRace-Comment,inputDevice-Comment
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f715,2216-9bd2f0e1-53c9-4ece-b5a0-78a0d97c2101,difficult,1737853275689.0,1737853411099.0,1737853828725.0,1737853879590.0,1737856467074.0,1737856498567.0,1737853581926.0,1737856498567.0,I only solved one puzzle all the rest remained unsolved and were a 10.,4,5,0,1,48,Female,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f71e,9106-6ab247a9-b6c9-46e3-82d3-0e0502564fff,enjoyable,1737853338930.0,1737853474983.0,1737853752555.0,1737853795544.0,1737856502233.0,1737856543478.0,1737853523020.0,1737856543480.0,I would say it was an average of 7. The puzzles were very hard.,5,5,0,2,41,Female,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f712,0114-5172ef1f-750b-4fb4-a553-8d4a8b201dfd,difficult,1737853283887.0,1737853448477.0,1737853792870.0,1737853837826.0,1737856598783.0,1737856639848.0,1737853529826.0,1737856639849.0,"ability to do the puzzle, ability to move gem pieces. ",5,5,0,1,40,Female,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f714,5138-8a669d09-a2e6-4493-a989-8763ce3049f9,difficult,1737853282694.0,1737853419348.0,1737853833030.0,1737853880021.0,1737856727538.0,1737856756001.0,1737853464695.0,1737856756001.0,"They were all impossible as far as I can tell, except maybe one",5,5,0,2,54,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f710,7920-dddea282-4875-444a-af2a-046692e18626,difficult,1737853276700.0,1737853645783.0,1737853970236.0,1737854008501.0,1737856739612.0,1737856773138.0,1737853719538.0,1737856773139.0,7 The puzzles were hard to solve in the time given.,4,5,1,3,40,Male,['White'],Non-Hispanic,['none'],N/A,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f720,7141-e410d559-058a-4dac-a6a4-fe5f229c4b29,enjoyable,1737853406996.0,1737853568924.0,1737853913624.0,1737853953045.0,1737856701654.0,1737856736176.0,1737853673310.0,1737856736176.0,"After playing the games and realizing how hard they actually are, I went based on those feelings.",5,5,0,0,45,Female,['White'],Non-Hispanic,['none'],I genuinely attempted to solve the puzzles. But they were really difficult.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f738,8022-b74b9924-ed47-4184-91bf-2557f1bc8c96,difficult,1737853652314.0,1737853773192.0,1737854049183.0,1737854112328.0,1737856750383.0,1737856779968.0,1737853807963.0,1737856779969.0,"Ability to complete, how challenging it was to move within the grid.",4,5,0,2,30,Female,['White'],Non-Hispanic,"['Trackpad', 'Touch Screen']",,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f724,8633-77be0ec0-1927-4142-90fd-9d9138e7ebec,enjoyable,1737853702320.0,1737853855283.0,1737854416906.0,1737854547713.0,1737856861932.0,1737856924465.0,1737853909867.0,1737856924466.0,7,3,5,0,4,34,Female,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f734,8389-197c7ad0-ade1-4b93-bbb5-738698744142,difficult,1737853497485.0,1737853623721.0,1737853934357.0,1737853982080.0,1737856700483.0,1737856737203.0,1737853667616.0,1737856737204.0,I found it incredibly difficult and I felt I had to score puzzles as a 10. The one I did complete I rated based on how quickly I found the solution.,5,5,0,2,32,Male,['White'],Non-Hispanic,['none'],"Like I said, I just found it incredibly hard and I am disappointed I could not solve more puzzles. They just felt impossible to me.",,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f73d,6094-c621da4e-4dc1-428d-bdc3-4f2a204ce497,difficult,1737853994976.0,1737854080953.0,1737854392746.0,1737854443033.0,1737856933346.0,1737856962547.0,1737854149314.0,1737856962548.0,"How long it took me to complete it, whether I completed it or not, how much I completed in the allotted time and if it seems possible to do at all",4,5,0,3,27,Female,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f72d,0752-d4d913e5-3309-4c58-9854-da1c04758f95,difficult,1737853492300.0,1737853731087.0,1737854068216.0,1737854125038.0,1737857104277.0,1737857147305.0,1737853791744.0,1737857147307.0,The number of pebbles pushed onto the beach and multiple boxes which allowed turtlr movement.,4,5,1,4,22,Male,['Black/African American'],Non-Hispanic,['Trackpad'],N/A,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f73b,1392-16c3daf1-21b1-4354-8c8a-438812dbf082,difficult,1737853720279.0,1737854141272.0,1737854819278.0,1737854866647.0,1737857353114.0,1737857381181.0,1737854516114.0,1737857381181.0,The amount of available spaces to move Shelby around,4,5,0,3,38,Male,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f740,8836-ad30f5ab-6cbe-42e9-922f-3c59921c0489,enjoyable,1737854344182.0,1737854586941.0,1737854956539.0,1737855023066.0,1737857391190.0,1737857422178.0,1737854658472.0,1737857422179.0,most difficult puzzle i rate the lower,2,5,1,1,41,Female,['Black/African American'],Non-Hispanic,['none'],thanks for the study,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f73c,0764-c72cfda2-4d70-450b-b661-b0e7db35c716,difficult,1737853744109.0,1737854127716.0,1737854539628.0,1737854599243.0,1737857474846.0,1737857510102.0,1737854161987.0,1737857510102.0,"The positions of the gems on each side of the puzzle, free space around them helped me in choosing.",4,5,0,4,23,Male,['Black/African American'],Non-Hispanic,['Touch Screen'],No feedback,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f73e,1151-55eb8c10-7254-44f7-b1d0-8b236c5cc735,difficult,1737854247482.0,1737854316439.0,1737854657285.0,1737854733813.0,1737857609875.0,1737857675970.0,1737854347689.0,1737857675972.0,"I gave each one a few tries, if I couldn't figure it out by the 3rd or 4th try, I basically gave up.",2,5,1,4,34,Male,['White'],Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f73f,1635-7ed69048-e2f6-44cd-9a07-562d78d63360,enjoyable,1737854226347.0,1737854528492.0,1737854956013.0,1737855017586.0,1737857473383.0,1737857511920.0,1737854574750.0,1737857511921.0,The number of blue blocks in the center and whether the beaches were located at the corners or not,4,5,0,2,25,Male,['Black/African American'],Non-Hispanic,['none'],It was an intellectually stimulating game. I loved the game especially the thrill of trying to solve the puzzles.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f719,1002-f1c3e7c9-577e-4949-88d9-d787510ad370,enjoyable,1737853623978.0,1737854016327.0,1737854745327.0,1737854818972.0,1737857673959.0,1737857727465.0,1737854206321.0,1737857727466.0,Solvability. Some of them seemed unsolvable. ,4,5,1,1,54,Male,['White'],Non-Hispanic,['none'],No issues.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f716,0896-2fa0b747-ef31-40f0-a021-baca001ce8af,difficult,1737853332853.0,1737853679822.0,1737854875836.0,1737854932922.0,1737858876825.0,1737858936151.0,1737854581847.0,1737858936154.0,none,3,5,1,2,32,Male,['Black/African American'],Non-Hispanic,['other'],great deal,,inbuild keyboard
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f733,9458-bd5721fc-69cc-4dc1-95d4-307ed85f5ac7,difficult,1737853559316.0,1737853802710.0,1737855060136.0,1737855237790.0,1737858442846.0,1737858490668.0,1737853868928.0,1737858490669.0,"I was able to rate how difficult the puzzles were by calculating and measuring how possible it is to move the gems to their mandatory positions.
Checking to see if the gems were possible to be moved away from the block walls without interferance.",4,5,0,3,26,Male,['Black/African American'],Non-Hispanic,['none'],"The puzzle game was very challenging, brain tasking and engaging all through. It was very enjoyable and i didn't experience any technical issue during the game.",,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f728,6149-2bc654bb-4778-4626-bb74-368ba201c402,enjoyable,1737853461474.0,1737853860462.0,1737854296454.0,1737854480784.0,1737859290529.0,1737859326197.0,1737853994067.0,1737859326197.0,how difficult ,4,5,0,1,41,Male,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f743,6371-02221cab-df29-4d72-a5d4-8c6f78d3ec1f,enjoyable,1737859975197.0,1737860091888.0,1737860421543.0,1737860456082.0,1737862829129.0,1737862858890.0,1737860166047.0,1737862858891.0,if I could solve it,2,5,0,2,57,Male,['White'],Non-Hispanic,['none'],I did not encounter any issues,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f744,5602-e0a29e2f-6b4c-40a8-a23f-64890cd00a94,enjoyable,1737861338958.0,1737861554958.0,1737862452388.0,1737862520978.0,1737864970313.0,1737865014850.0,1737861651033.0,1737865014851.0,how i was able to solve each puzzle and how fast i was able detect that i cant complete the three gems,3,5,1,2,21,Male,['Black/African American'],Non-Hispanic,['Touch Screen'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f748,1237-20df9cd5-6070-41fe-98b2-a679b424764f,enjoyable,1737865915421.0,1737865957357.0,1737866140528.0,1737866167963.0,1737868131507.0,1737868155270.0,1737865971793.0,1737868155270.0,whether I could actually see a solution to the puzzle,5,4,0,2,27,Male,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f752,2300-5aa05f3a-c729-40b0-8f26-d0022b9b1c85,enjoyable,1737866134998.0,1737866277082.0,1737866711141.0,1737866755775.0,1737868890422.0,1737868933209.0,1737866301560.0,1737868933210.0,"how easy it was to figure it out, how fast it took to figure it out, and if I was able to complete it before the time ran out. ",3,5,1,4,34,Female,['White'],Non-Hispanic,['none'],Enjoyed the experiment!,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74e,0799-2c5590b5-fa54-436d-8395-703473800521,enjoyable,1737865990005.0,1737866319732.0,1737866700075.0,1737866749270.0,1737869211662.0,1737869254972.0,1737866393157.0,1737869254973.0,THE COMPLEXITY OF THE PUZZLE IN THE SENSE THAT IT LOOKS EASY AT 1ST BUT IS GENUINLY MIND NUMBING AS YOU TRY TO FIGURE IT OUT,4,5,0,1,40,Male,['Black/African American'],Non-Hispanic,['none'],NA,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74a,2637-7fb2d862-8c46-4a1b-aa8a-8e9dff7667ae,enjoyable,1737865956021.0,1737866106232.0,1737866415974.0,1737866461926.0,1737869353141.0,1737869402454.0,1737866151097.0,1737869402454.0,"How easy I thought it would be and how close I got to solving it, whether or not I was able to get in more than one gem.  ",5,5,0,1,51,Female,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f750,4100-890bafe2-ac0e-44bf-b0cc-dafc8ce28587,enjoyable,1737866042883.0,1737866192308.0,1737866853047.0,1737866925261.0,1737869591410.0,1737869652195.0,1737866244561.0,1737869652196.0,i consider the difficulty and how easy it is to solve each puzzle,3,5,2,2,29,Male,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f749,1571-154eb622-df3b-4c88-9a79-c8ca06666564,enjoyable,1737865922155.0,1737865991000.0,1737866298683.0,1737866836096.0,1737869723969.0,1737869751585.0,1737866082070.0,1737869751586.0,Being able to solve it or not,4,3,1,2,33,Female,['Asian'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f746,0629-c68648a8-4e99-44a5-a190-62a0c9cb4e2b,enjoyable,1737865912156.0,1737866945163.0,1737867336893.0,1737867368351.0,1737869719483.0,1737869745066.0,1737866998665.0,1737869745068.0,How much they annoyed me or not.,4,5,0,2,23,Male,['White'],Non-Hispanic,['none'],No,,
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f664,2826-bf8c7c1b-487c-4903-aa24-a672f679d1ab,difficult,1737866603951.0,1737866744781.0,1737867024314.0,1737867065738.0,1737869843308.0,1737869916983.0,1737866775195.0,1737869916984.0,The more difficult seemed to have more options of different moves that could have been made at the beginning. ,5,5,0,2,37,Female,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6c5,2169-3a92dde0-7c87-427e-b80a-053b8c6e3046,difficult,1737868237635.0,1737868360138.0,1737868722581.0,1737868762830.0,1737870316405.0,1737870350070.0,1737868411210.0,1737870350071.0,"First was my ability to solve the puzzle.  If I couldn't, it got a much higher rating.  Beyond that, it was how quickly the answer came to me.  Some puzzles just felt like the answer was more obvious or direct.",3,5,0,3,48,Male,['White'],Non-Hispanic,['Trackpad'],No problems at all,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f751,5197-3a69d2b2-ce0d-4022-8935-bbfdfcc1dd0f,enjoyable,1737866140673.0,1737866776471.0,1737867387718.0,1737867476243.0,1737870266603.0,1737870305024.0,1737866922597.0,1737870305025.0,"The factors that affected my rating were my ability to focus, follow instructions and make decisive decisions.",2,5,0,3,32,Male,['White'],Non-Hispanic,['none'],I really enjoyed this study.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74b,8610-f32b74e5-8f2b-4565-b574-1e236b4658ef,enjoyable,1737866028654.0,1737866540729.0,1737867208976.0,1737867266655.0,1737870168793.0,1737870224708.0,1737866852686.0,1737870224710.0,it helps me to understand strategic moves,3,4,1,2,32,Male,['Black/African American'],Non-Hispanic,['none'],i did not encounter any technical issue.,,
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f66e,9513-f1845b8b-e165-4fe9-971d-bc241ad2265d,difficult,1737868125306.0,1737868214545.0,1737868523544.0,1737868568986.0,1737870853245.0,1737870880948.0,1737868277326.0,1737870880948.0,Some were truly to the point of feeling impossible so I just judged each one by how it felt to complete,4,5,0,1,29,Male,['White'],Non-Hispanic,['none'],"A very well made study, thank you for this opportunity",,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f691,5672-fab8728b-5b13-44f5-ae1b-efa0cafa4a78,difficult,1737868236285.0,1737868341196.0,1737868664323.0,1737868711889.0,1737870844010.0,1737870876894.0,1737868368039.0,1737870876895.0,Starting position of pieces vs. targets vs. space to move,4,4,0,4,47,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6ee,4482-a3257883-8c0d-4716-9c5f-4c76fd331aeb,difficult,1737868962663.0,1737869045694.0,1737869311396.0,1737869359299.0,1737870729067.0,1737870787466.0,1737869060729.0,1737870787469.0,"How simple the solution was, and how often I got stuck",3,5,3,4,40,Female,"['White', 'Asian']",Non-Hispanic,['Touch Screen'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f664,2609-59fc8809-2290-42aa-9425-312fcb5fb0c5,difficult,1737868288253.0,1737868394936.0,1737868738159.0,1737868784474.0,1737870963858.0,1737870990224.0,1737868442877.0,1737870990224.0,"10. I'm pretty good at logic games, but this was very challenging.",5,5,0,2,51,Male,['White'],Non-Hispanic,['none'],"Contributing to your study was an honor. It's obvious you put effort into it, and I appreciate it.As a father of five children and ten grandchildren, and as the sole caregiver for my elderly mother, I take Prolific studies seriously. I would be honored if you allowed me to do more of your studies.If for any reason you don't accept this study, please let me return it rather than reject it, so my account is not penalized! Thank you!",,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ca,3893-f44e0eba-5167-40d5-9258-53e9a3299a75,enjoyable,1737868448691.0,1737868678756.0,1737869100154.0,1737869152007.0,1737871663517.0,1737871730056.0,1737868713417.0,1737871730057.0,Objective and levels of difficulty,3,5,1,3,29,Male,['Black/African American'],Non-Hispanic,['none'],None,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f709,6929-54b2c7b9-c04b-4644-91e9-280df903bdb5,difficult,1737870059974.0,1737870096453.0,1737870469070.0,1737870529547.0,1737872113497.0,1737872154488.0,1737870140276.0,1737872154489.0,the factors are the difficulty and how hard it is to solve each of the puzzle,3,5,1,2,29,Male,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f6ff,2622-d91f2f2a-1d48-477d-91fe-2fad2d087657,enjoyable,1737870259896.0,1737870327627.0,1737870577412.0,1737870612580.0,1737872625995.0,1737872657493.0,1737870357169.0,1737872657494.0,"How complex it looked or played, I enjoy a challenge!",3,5,0,4,27,Male,['White'],Non-Hispanic,['none'],N/A,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f735,3278-8d34e65b-f367-4e77-b204-00e31c00e106,difficult,1737871103459.0,1737871355080.0,1737871662827.0,1737871706918.0,1737873948053.0,1737873973997.0,1737871389308.0,1737873973998.0,I rated the puzzle based on how complex the task looks,4,5,3,2,35,Female,['White'],Non-Hispanic,['Trackpad'],no,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f725,3538-b6118a72-55ca-441a-b408-4ed4771c454f,enjoyable,1737871004273.0,1737871354391.0,1737871687208.0,1737871730202.0,1737873872341.0,1737873904671.0,1737871416861.0,1737873904672.0,"My rating for how enjoyable puzzles are was influenced by factors such as their complexity, uniqueness, the time they may take, and the overall satisfaction they may provide from lookig at them",3,5,1,1,41,Female,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f665,3750-77ff9a35-0dc1-46ed-af20-1ece735506c1,difficult,1737876418259.0,1737876659444.0,1737877470194.0,1737877596748.0,1737880310525.0,1737880523996.0,1737876707170.0,1737880523996.0,The most important was the time I needed to solve it in my head. I guess  you could call that spatial complexity. The easier ones needed fewer movements and shorter movements. The more complex ones required a sort of trickery to spot the one special configuration that would allow the gems to go in the right spots. ,4,5,0,2,35,Male,['White'],Non-Hispanic,['none'],"The focus would not stay inside the puzzle.  I am using Chrome as suggested, and I had to keep clicking inside the puzzle after each reset or undo to let my keyboard gain activation. Fun stuff overall. Would love to know how I did compared to others. ",,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f708,2771-63e37dc5-2ae1-4dcb-b76c-80d17fb73453,difficult,1737886825597.0,1737886968426.0,1737887523238.0,1737887586218.0,1737890562371.0,1737890598520.0,1737887016179.0,1737890598521.0,How easily I was able to resolve the tasks,4,5,1,2,31,Female,['Black/African American'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f667,5280-8ce51713-3ccf-4430-8fa0-9c760b6c1af7,difficult,1737903165782.0,1737903335850.0,1737903773400.0,1737903835950.0,1737906560451.0,1737906598522.0,1737903409832.0,1737906598523.0,I hope this isn't a childs game. It is very complicated. I didn't enjoy it at all.,5,5,0,0,65,Female,['White'],Non-Hispanic,['Touch Screen'],I was looking forward to trying it again because I had problems with it before but it wasn't what I thought it was going to be. I thought it was a little more simpler then it was. It was almost like solving the Rublic Cube (spelling not right I'm sure),,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f69a,7529-3ec64e01-6077-4d19-a204-210b64283fea,difficult,1737934712409.0,1737934769500.0,1737934985664.0,1737935018385.0,1737936461055.0,1737936484565.0,1737934789630.0,1737936484566.0,"How long it took to figure them out, the initial visual difficulty of them. The complex micro movements of each piece in order to solve the whole puzzle.",3,5,1,4,33,Male,['White'],Non-Hispanic,['none'],"It was possible to use the undo moves in a puzzle that was not the original puzzle, this allowed the player to move freely on occasions within a different puzzle.",,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f683,2071-a6cae3ec-8f0d-45ac-8fc8-424b6cca2095,enjoyable,1737934046250.0,1737934127444.0,1737934412129.0,1737934451749.0,1737936775365.0,1737936803537.0,1737934199206.0,1737936803538.0,The fact that I think some of them were just completely unsolvable. ,4,4,1,3,37,Female,"['White', 'Multiracial/Mixed']",Hispanic,['Trackpad'],I did not encounter any trouble. ,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f697,8951-3d167f8f-5bc9-497a-b1d7-1caad20cc1c8,difficult,1737934513097.0,1737934581805.0,1737935296441.0,1737935471871.0,1737936835237.0,1737936865468.0,1737934616594.0,1737936865469.0,"How quickly I figured it out. If I had to reset it, how sure I was of my solution before I realised I messed it up.",2,3,1,3,27,Female,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f681,1957-ef2447a4-ff4d-47d2-a6d5-e4b1459993f4,enjoyable,1737934040451.0,1737934152436.0,1737934410255.0,1737934443097.0,1737937088119.0,1737937113067.0,1737934195480.0,1737937113067.0,I could not solve any of these and found a great level of frustration even trying so I rated all as not enjoyable. It would have been nive to at least have some that were solvable.,5,5,0,1,57,Prefer not to answer,['Prefer not to answer'],Non-Hispanic,['none'],no,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f68a,0192-01175e65-f754-4542-8f54-b71da7f06e66,enjoyable,1737934131102.0,1737934240447.0,1737934543685.0,1737934582740.0,1737937147977.0,1737937194973.0,1737934270634.0,1737937194974.0,"they had to be solvable, not immediately, but somewhat apparent",5,4,0,1,38,Male,['White'],Non-Hispanic,['Touch Screen'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f678,6384-7e0e3467-a95e-4a3d-9193-747b59183c07,enjoyable,1737933999898.0,1737934088612.0,1737934330399.0,1737934606772.0,1737937407884.0,1737937436905.0,1737934112273.0,1737937436906.0,How challenging or frustrating they were. ,3,5,0,2,53,Male,['White'],Non-Hispanic,['Trackpad'],no,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f685,7663-5ff08936-5712-4856-bbd5-01b708cf1ac2,enjoyable,1737934163822.0,1737934355785.0,1737935299185.0,1737935339184.0,1737937411908.0,1737937442091.0,1737934879211.0,1737937442092.0,"A combination of difficulty and ability to solve it. To be very enjoyable, it needs to be difficult enough to be satisfying to solve, but solvable at my skill level.",4,5,3,3,57,Female,['White'],Non-Hispanic,['Trackpad'],"Having to click on the board to reactivate the arrow keys is a little frustrating. I am very familiar with this game, but I haven't played it in a year or so, so I was a little rusty. ;)",,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f686,7914-0d50ad8c-28e3-41d7-b4ae-88c4a2c366b0,enjoyable,1737934130835.0,1737934365152.0,1737934738964.0,1737934787536.0,1737937514185.0,1737937553879.0,1737934419726.0,1737937553881.0,I rated them based on ease. If I could solve a puzzle faster I find it more enjoyable than being frustrated at a hard puzzle.,3,5,0,3,35,Female,['White'],Non-Hispanic,['Trackpad'],I enjoyed the task in this study.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f684,5265-547d8c5e-8fa3-453b-a8b1-203383fee34f,enjoyable,1737934088569.0,1737934370032.0,1737934761914.0,1737934821092.0,1737937700573.0,1737937739628.0,1737934480375.0,1737937739636.0,Limited time,5,5,3,2,19,Female,['Black/African American'],Non-Hispanic,['none'],No please,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f69e,3709-9586c69a-f480-4cf3-b79e-9d580ed805f2,difficult,1737934878148.0,1737935058161.0,1737935352766.0,1737935407189.0,1737937667537.0,1737937701858.0,1737935103245.0,1737937701859.0,every puzzle I could not solve had to be classified as extremely difficult. The others were rated on how fast I was able to complete them.,4,5,0,0,36,Male,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f68e,8581-d29f6912-5f73-4d6b-8fa4-7860da2650ab,difficult,1737934390689.0,1737934450554.0,1737935206520.0,1737935247846.0,1737937987155.0,1737938027354.0,1737934507591.0,1737938027356.0,"how it was to get boxed up and be unable to make any moves, then the limited moves to make in general",5,5,0,1,31,Male,['Black/African American'],Non-Hispanic,['none'],really enjoyed the study,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f698,8041-e1e4a268-ea82-4b76-b01d-b359b53f910f,difficult,1737934709022.0,1737934962446.0,1737935254440.0,1737935283531.0,1737937923740.0,1737937977203.0,1737935017591.0,1737937977203.0,I studied the puzzle and went over the possible ways to solve them. ,4,5,0,3,20,Female,['Multiracial/Mixed'],Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f67b,6021-6c1bc3be-106c-48bd-9c1c-e41abc08f1a0,enjoyable,1737934324486.0,1737934944126.0,1737935564209.0,1737935613853.0,1737938244209.0,1737938303627.0,1737935194842.0,1737938303627.0,"I only solved ONE puzzle - but that ok, I suck at puzzles, BUT I really like the challenge!   I'm not happy when things are super easy.  ",5,5,0,3,42,Female,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f68d,1314-ce9da3c3-fe6b-4646-82d4-383e4e34e644,difficult,1737934174499.0,1737934463526.0,1737935323847.0,1737935392630.0,1737938384701.0,1737938430270.0,1737934522102.0,1737938430272.0,10,5,5,2,1,28,Male,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f696,2188-5eac293b-ee8a-43f3-bdfe-ca419139d3f6,difficult,1737936414234.0,1737936538296.0,1737937020382.0,1737937743140.0,1737940531001.0,1737940582662.0,1737936558417.0,1737940582662.0,At times I would forget that I couldn't cross through the dark blue.,5,5,0,4,26,Female,['Multiracial/Mixed'],Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ad,8833-29af3de5-1c4f-431a-bad5-b6a3e01b60ce,enjoyable,1737937736252.0,1737937781203.0,1737938242460.0,1737938288727.0,1737940946773.0,1737940984568.0,1737937807804.0,1737940984572.0,most of the games were very hard to be figured out when i tried. A few of the games seemed enjoyable which made me choose them.,4,5,2,2,25,Female,['Black/African American'],Non-Hispanic,['none'],"i really enjoy how educative and mind investing this game was, looking forward to solve more puzzles like this.",,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6b5,6593-5fa64e12-37f9-4539-b0fe-f9706e498696,difficult,1737942245776.0,1737942341236.0,1737942700875.0,1737942759358.0,1737944464047.0,1737944503836.0,1737942379521.0,1737944503836.0,Trying to determine if I can move the items easily without getting the stuck ,4,5,0,2,47,Male,['White'],Non-Hispanic,['Trackpad'],"Thank you, this was fun",,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6fa,9136-8cbc5040-9625-44e0-b69b-2ef036f4f20f,enjoyable,1737949607079.0,1737949670881.0,1737949979659.0,1737950016185.0,1737951278283.0,1737951310223.0,1737949692374.0,1737951310224.0,If it was solvable to me. ,3,5,0,4,27,Male,['Asian'],Non-Hispanic,['none'],WASD should be allowed. Also show the solution because on some of them it seemed impossible to solve.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6d9,9356-4aeb3a04-d09e-490a-a48e-4c7cfabc1b9f,enjoyable,1737949551375.0,1737949630539.0,1737949880973.0,1737949912165.0,1737951635042.0,1737951659443.0,1737949644714.0,1737951659444.0,8,5,5,1,2,32,Male,['Asian'],Non-Hispanic,['none'],"no, i don't",,
